date,store_id,product_id,beginning_inventory,received_inventory,expiry_date,units_sold,units_expired,units_marked_down,markdown_price,markdown_date,current_stock
2023-03-21,S002,P003,95,0,,55,0,0,,,40
2023-03-22,S002,P003,40,115,2023-03-25,51,0,0,,,104
2023-03-23,S002,P003,104,0,,53,0,0,,,51
2023-03-24,S002,P003,51,124,2023-03-27,64,0,0,,,111
2023-03-25,S002,P003,111,0,,60,0,4,1.14,2023-03-25,51
2023-03-27,S002,P003,51,200,2023-03-31,50,0,0,,,201
2023-03-28,S002,P003,201,0,,62,0,0,,,139
2023-03-29,S002,P003,139,0,,55,0,0,,,84
2023-03-30,S002,P003,84,0,,59,0,0,,,25
2023-03-31,S002,P003,25,136,2023-04-03,51,0,7,1.14,2023-03-31,110
2023-04-01,S002,P003,110,0,,36,0,0,,,74
2023-04-03,S002,P003,74,0,,31,0,0,,,43
2023-04-04,S002,P003,43,0,,43,0,0,,,0
2023-04-05,S002,P003,0,85,2023-04-08,35,0,0,,,50
2023-04-06,S002,P003,50,0,,16,0,0,,,34
2023-04-07,S002,P003,34,0,,18,0,0,,,16
2023-04-08,S002,P003,16,0,,14,0,0,,,2
2023-04-10,S002,P003,2,49,2023-04-13,16,0,0,,,35
2023-04-11,S002,P003,35,0,,17,0,0,,,18
2023-04-12,S002,P003,18,91,2023-04-15,31,0,0,,,78
2023-04-13,S002,P003,78,0,,70,0,0,,,8
2023-04-14,S002,P003,8,207,2023-04-18,63,0,0,,,152
2023-04-15,S002,P003,152,0,,87,0,0,,,65
2023-04-17,S002,P003,65,235,2023-04-20,70,0,0,,,230
2023-04-18,S002,P003,230,0,,60,0,0,,,170
2023-04-19,S002,P003,170,0,,8,0,0,,,162
2023-04-20,S002,P003,162,0,,51,0,0,,,111
2023-04-21,S002,P003,111,0,,30,0,0,,,81
2023-04-22,S002,P003,81,0,,45,0,0,,,36
2023-04-24,S002,P003,36,91,2023-04-27,52,0,0,,,75
2023-04-25,S002,P003,75,0,,61,0,0,,,14
2023-04-26,S002,P003,14,111,2023-04-29,36,0,0,,,89
2023-04-27,S002,P003,89,0,,40,0,0,,,49
2023-04-28,S002,P003,49,0,,16,0,0,,,33
2023-04-29,S002,P003,33,0,,33,0,0,,,0
2023-05-01,S002,P003,0,29,2023-05-05,7,0,0,,,22
2023-05-02,S002,P003,22,0,,22,0,0,,,0
2023-05-03,S002,P003,0,51,2023-05-06,34,0,0,,,17
2023-05-04,S002,P003,17,0,,7,0,0,,,10
2023-05-05,S002,P003,10,54,2023-05-09,29,0,0,,,35
2023-05-06,S002,P003,35,0,,35,0,0,,,0
2023-05-08,S002,P003,0,19,2023-05-11,13,0,0,,,6
2023-05-09,S002,P003,6,0,,6,0,0,,,0
2023-05-10,S002,P003,0,190,2023-05-14,56,0,0,,,134
2023-05-11,S002,P003,134,0,,75,0,0,,,59
2023-05-12,S002,P003,59,0,,24,0,2,1.14,2023-05-12,35
2023-05-13,S002,P003,35,0,,14,0,0,,,21
2023-05-15,S002,P003,21,31,2023-05-18,15,0,0,,,37
2023-05-16,S002,P003,37,0,,37,0,0,,,0
2023-05-17,S002,P003,0,126,2023-05-21,42,0,0,,,84
2023-05-18,S002,P003,84,0,,7,0,0,,,77
2023-05-19,S002,P003,77,0,,30,0,0,,,47
2023-05-20,S002,P003,47,0,,46,0,0,,,1
2023-05-22,S002,P003,1,45,2023-05-25,11,0,0,,,35
2023-05-23,S002,P003,35,0,,35,0,0,,,0
2023-05-24,S002,P003,0,101,2023-05-28,31,0,0,,,70
2023-05-25,S002,P003,70,0,,69,0,0,,,1
2023-05-26,S002,P003,1,136,2023-05-30,47,0,0,,,90
2023-05-27,S002,P003,90,0,,73,0,0,,,17
2023-05-29,S002,P003,17,0,,0,0,0,,,17
2023-05-30,S002,P003,17,0,,17,0,0,,,0
2023-05-31,S002,P003,0,218,2023-06-03,61,0,0,,,157
2023-06-01,S002,P003,157,0,,21,0,0,,,136
2023-06-02,S002,P003,136,0,,40,0,0,,,96
2023-06-03,S002,P003,96,0,,15,0,0,,,81
2023-06-05,S002,P003,81,84,2023-06-09,51,0,0,,,114
2023-06-06,S002,P003,114,0,,70,0,10,1.14,2023-06-06,44
2023-06-07,S002,P003,44,162,2023-06-11,69,0,0,,,137
2023-06-08,S002,P003,137,0,,53,0,6,1.14,2023-06-08,84
2023-06-09,S002,P003,84,0,,37,0,0,,,47
2023-06-10,S002,P003,47,0,,47,0,0,,,0
2023-06-12,S002,P003,0,190,2023-06-16,60,0,0,,,130
2023-06-13,S002,P003,130,0,,71,0,0,,,59
2023-06-14,S002,P003,59,123,2023-06-18,51,0,0,,,131
2023-06-15,S002,P003,131,0,,28,0,0,,,103
2023-06-16,S002,P003,103,0,,47,0,8,1.14,2023-06-16,56
2023-06-17,S002,P003,56,0,,56,0,0,,,0
2023-06-19,S002,P003,0,139,2023-06-22,56,0,0,,,83
2023-06-20,S002,P003,83,0,,23,0,0,,,60
2023-06-21,S002,P003,60,130,2023-06-25,51,0,0,,,139
2023-06-22,S002,P003,139,0,,60,0,0,,,79
2023-06-23,S002,P003,79,103,2023-06-26,50,0,0,,,132
2023-06-24,S002,P003,132,0,,99,0,0,,,33
2023-06-26,S002,P003,33,72,2023-06-30,27,0,0,,,78
2023-06-27,S002,P003,78,0,,40,0,9,1.14,2023-06-27,38
2023-06-28,S002,P003,38,59,2023-07-02,26,0,0,,,71
2023-06-29,S002,P003,71,0,,10,0,0,,,61
2023-06-30,S002,P003,61,176,2023-07-04,49,0,0,,,188
2023-07-01,S002,P003,188,0,,98,0,0,,,90
2023-07-03,S002,P003,90,94,2023-07-06,53,0,0,,,131
2023-07-04,S002,P003,131,0,,57,0,0,,,74
2023-07-05,S002,P003,74,0,,11,0,0,,,63
2023-07-06,S002,P003,63,0,,63,0,0,,,0
2023-07-07,S002,P003,0,161,2023-07-11,51,0,0,,,110
2023-07-08,S002,P003,110,0,,108,0,0,,,2
2023-07-10,S002,P003,2,97,2023-07-13,32,0,0,,,67
2023-07-11,S002,P003,67,0,,53,0,0,,,14
2023-07-12,S002,P003,14,43,2023-07-15,30,0,0,,,27
2023-07-13,S002,P003,27,0,,27,0,9,1.14,2023-07-13,0
2023-07-14,S002,P003,0,196,2023-07-17,66,0,0,,,130
2023-07-15,S002,P003,130,0,,24,0,0,,,106
2023-07-17,S002,P003,106,0,,39,0,0,,,67
2023-07-18,S002,P003,67,0,,67,0,3,1.14,2023-07-18,0
2023-07-19,S002,P003,0,33,2023-07-22,16,0,0,,,17
2023-07-20,S002,P003,17,0,,16,0,0,,,1
2023-07-21,S002,P003,1,63,2023-07-25,30,0,0,,,34
2023-07-22,S002,P003,34,0,,33,0,0,,,1
2023-07-24,S002,P003,1,109,2023-07-28,37,0,0,,,73
2023-07-25,S002,P003,73,0,,36,0,0,,,37
2023-07-26,S002,P003,37,77,2023-07-30,47,0,0,,,67
2023-07-27,S002,P003,67,0,,55,0,0,,,12
2023-07-28,S002,P003,12,25,2023-07-31,8,0,0,,,29
2023-07-29,S002,P003,29,0,,27,0,0,,,2
2023-07-31,S002,P003,2,142,2023-08-03,57,0,0,,,87
2023-08-01,S002,P003,87,0,,53,0,0,,,34
2023-08-02,S002,P003,34,66,2023-08-06,19,0,0,,,81
2023-08-03,S002,P003,81,0,,53,0,0,,,28
2023-08-04,S002,P003,28,79,2023-08-07,24,0,0,,,83
2023-08-05,S002,P003,83,0,,32,0,0,,,51
2023-08-07,S002,P003,51,162,2023-08-10,49,0,0,,,164
2023-08-08,S002,P003,164,0,,21,3,6,1.14,2023-08-08,140
2023-08-09,S002,P003,140,0,,12,0,0,,,128
2023-08-10,S002,P003,128,0,,10,0,1,1.14,2023-08-10,118
2023-08-11,S002,P003,118,0,,43,0,0,,,75
2023-08-12,S002,P003,75,0,,12,0,0,,,63
2023-08-14,S002,P003,63,178,2023-08-18,54,4,0,,,183
2023-08-15,S002,P003,183,0,,57,0,0,,,126
2023-08-16,S002,P003,126,0,,58,0,0,,,68
2023-08-17,S002,P003,68,0,,53,0,0,,,15
2023-08-18,S002,P003,15,103,2023-08-22,53,0,0,,,65
2023-08-19,S002,P003,65,0,,39,0,0,,,26
2023-08-21,S002,P003,26,206,2023-08-24,57,0,0,,,175
2023-08-22,S002,P003,175,0,,40,0,0,,,135
2023-08-23,S002,P003,135,111,2023-08-27,76,0,0,,,170
2023-08-24,S002,P003,170,0,,23,0,0,,,147
2023-08-25,S002,P003,147,0,,20,0,0,,,127
2023-08-26,S002,P003,127,0,,33,0,0,,,94
2023-08-28,S002,P003,94,184,2023-09-01,73,0,0,,,205
2023-08-29,S002,P003,205,0,,12,0,0,,,193
2023-08-30,S002,P003,193,0,,15,0,0,,,178
2023-08-31,S002,P003,178,0,,16,0,0,,,162
2023-09-01,S002,P003,162,0,,54,0,0,,,108
2023-09-02,S002,P003,108,0,,38,0,0,,,70
2023-09-04,S002,P003,70,0,,19,0,0,,,51
2023-09-05,S002,P003,51,0,,36,0,0,,,15
2023-09-06,S002,P003,15,75,2023-09-10,40,0,0,,,50
2023-09-07,S002,P003,50,0,,17,0,0,,,33
2023-09-08,S002,P003,33,145,2023-09-11,66,5,0,,,107
2023-09-09,S002,P003,107,0,,107,0,0,,,0
2023-09-11,S002,P003,0,126,2023-09-14,54,0,0,,,72
2023-09-12,S002,P003,72,0,,34,0,0,,,38
2023-09-13,S002,P003,38,116,2023-09-17,33,0,0,,,121
2023-09-14,S002,P003,121,0,,66,0,0,,,55
2023-09-15,S002,P003,55,119,2023-09-19,47,0,0,,,127
2023-09-16,S002,P003,127,0,,105,0,0,,,22
2023-09-18,S002,P003,22,76,2023-09-21,45,0,0,,,53
2023-09-19,S002,P003,53,0,,51,0,0,,,2
2023-09-20,S002,P003,2,151,2023-09-24,55,0,0,,,98
2023-09-21,S002,P003,98,0,,24,0,0,,,74
2023-09-22,S002,P003,74,0,,14,0,0,,,60
2023-09-23,S002,P003,60,0,,26,0,0,,,34
2023-09-25,S002,P003,34,137,2023-09-28,63,0,0,,,108
2023-09-26,S002,P003,108,0,,34,0,0,,,74
2023-09-27,S002,P003,74,111,2023-09-30,49,0,8,1.14,2023-09-27,136
2023-09-28,S002,P003,136,0,,67,0,0,,,69
2023-09-29,S002,P003,69,166,2023-10-03,65,0,3,1.14,2023-09-29,170
2023-09-30,S002,P003,170,0,,40,0,0,,,130
2023-10-02,S002,P003,130,0,,63,0,0,,,67
2023-10-03,S002,P003,67,0,,10,0,0,,,57
2023-10-04,S002,P003,57,133,2023-10-08,47,0,0,,,143
2023-10-05,S002,P003,143,0,,62,0,0,,,81
2023-10-06,S002,P003,81,281,2023-10-09,74,0,0,,,288
2023-10-07,S002,P003,288,0,,99,0,0,,,189
2023-10-09,S002,P003,189,0,,71,0,0,,,118
2023-10-10,S002,P003,118,0,,12,0,0,,,106
2023-10-11,S002,P003,106,0,,43,0,0,,,63
2023-10-12,S002,P003,63,0,,62,0,0,,,1
2023-10-13,S002,P003,1,48,2023-10-17,16,0,0,,,33
2023-10-14,S002,P003,33,0,,32,0,0,,,1
2023-10-16,S002,P003,1,68,2023-10-19,43,0,0,,,26
2023-10-17,S002,P003,26,0,,8,0,0,,,18
2023-10-18,S002,P003,18,145,2023-10-22,54,0,0,,,109
2023-10-19,S002,P003,109,0,,62,0,0,,,47
2023-10-20,S002,P003,47,81,2023-10-24,29,0,0,,,99
2023-10-21,S002,P003,99,0,,99,0,1,1.14,2023-10-21,0
2023-10-23,S002,P003,0,126,2023-10-26,59,0,0,,,67
2023-10-24,S002,P003,67,0,,16,0,0,,,51
2023-10-25,S002,P003,51,109,2023-10-28,57,0,0,,,103
2023-10-26,S002,P003,103,0,,27,0,0,,,76
2023-10-27,S002,P003,76,199,2023-10-31,63,0,0,,,212
2023-10-28,S002,P003,212,0,,101,0,0,,,111
2023-10-30,S002,P003,111,0,,41,0,0,,,70
2023-10-31,S002,P003,70,0,,49,0,0,,,21
2023-11-01,S002,P003,21,48,2023-11-04,34,0,0,,,35
2023-11-02,S002,P003,35,0,,35,0,0,,,0
2023-11-03,S002,P003,0,94,2023-11-07,64,0,0,,,30
2023-11-04,S002,P003,30,0,,30,0,0,,,0
2023-11-06,S002,P003,0,27,2023-11-10,12,0,0,,,15
2023-11-07,S002,P003,15,0,,14,0,0,,,1
2023-11-08,S002,P003,1,87,2023-11-12,33,0,0,,,55
2023-11-09,S002,P003,55,0,,55,0,0,,,0
2023-11-10,S002,P003,0,33,2023-11-13,21,0,0,,,12
2023-11-11,S002,P003,12,0,,12,0,0,,,0
2023-11-13,S002,P003,0,79,2023-11-16,31,0,0,,,48
2023-11-14,S002,P003,48,0,,48,0,0,,,0
2023-11-15,S002,P003,0,78,2023-11-19,53,0,0,,,25
2023-11-16,S002,P003,25,0,,25,0,0,,,0
2023-11-17,S002,P003,0,19,2023-11-20,11,0,10,1.14,2023-11-17,8
2023-11-18,S002,P003,8,0,,8,0,0,,,0
2023-11-20,S002,P003,0,93,2023-11-23,45,0,0,,,48
2023-11-21,S002,P003,48,0,,48,3,0,,,0
2023-11-22,S002,P003,0,101,2023-11-26,61,0,0,,,40
2023-11-23,S002,P003,40,0,,32,4,0,,,4
2023-11-24,S002,P003,4,51,2023-11-27,31,0,0,,,24
2023-11-25,S002,P003,24,0,,23,0,0,,,1
2023-11-27,S002,P003,1,103,2023-12-01,42,0,0,,,62
2023-11-28,S002,P003,62,0,,50,0,0,,,12
2023-11-29,S002,P003,12,55,2023-12-03,18,0,4,1.14,2023-11-29,49
2023-11-30,S002,P003,49,0,,10,5,0,,,34
2023-12-01,S002,P003,34,131,2023-12-05,45,0,0,,,120
2023-12-02,S002,P003,120,0,,97,0,0,,,23
2023-12-04,S002,P003,23,87,2023-12-07,55,0,0,,,55
2023-12-05,S002,P003,55,0,,55,0,0,,,0
2023-12-06,S002,P003,0,196,2023-12-09,58,0,0,,,138
2023-12-07,S002,P003,138,0,,19,0,0,,,119
2023-12-08,S002,P003,119,0,,29,0,0,,,90
2023-12-09,S002,P003,90,0,,42,0,0,,,48
2023-12-11,S002,P003,48,0,,8,0,0,,,40
2023-12-12,S002,P003,40,0,,36,0,0,,,4
2023-12-13,S002,P003,4,26,2023-12-16,16,0,0,,,14
2023-12-14,S002,P003,14,0,,14,0,0,,,0
2023-12-15,S002,P003,0,296,2023-12-19,76,0,0,,,220
2023-12-16,S002,P003,220,0,,80,0,0,,,140
2023-12-18,S002,P003,140,0,,54,0,0,,,86
2023-12-19,S002,P003,86,0,,76,0,0,,,10
2023-12-20,S002,P003,10,163,2023-12-24,42,0,0,,,131
2023-12-21,S002,P003,131,0,,51,0,0,,,80
2023-12-22,S002,P003,80,0,,33,0,0,,,47
2023-12-23,S002,P003,47,0,,47,0,0,,,0
2023-12-25,S002,P003,0,49,2023-12-28,13,0,2,1.14,2023-12-25,36
2023-12-26,S002,P003,36,0,,14,0,0,,,22
2023-12-27,S002,P003,22,139,2023-12-30,54,0,0,,,107
2023-12-28,S002,P003,107,0,,68,0,0,,,39
2023-12-29,S002,P003,39,130,2024-01-01,38,0,9,1.14,2023-12-29,131
2023-12-30,S002,P003,131,0,,51,0,0,,,80
2023-01-02,S002,P001,0,74,2023-01-13,29,2,0,,,43
2023-01-03,S002,P001,43,0,,38,0,0,,,5
2023-01-04,S002,P001,5,45,2023-01-17,13,0,0,,,37
2023-01-05,S002,P001,37,0,,37,0,0,,,0
2023-01-06,S002,P001,0,74,2023-01-16,31,0,0,,,43
2023-01-07,S002,P001,43,0,,43,0,0,,,0
2023-01-09,S002,P001,0,18,2023-01-20,6,0,0,,,12
2023-01-10,S002,P001,12,0,,11,0,0,,,1
2023-01-11,S002,P001,1,25,2023-01-25,15,0,8,0.92,2023-01-11,11
2023-01-12,S002,P001,11,0,,11,0,0,,,0
2023-01-13,S002,P001,0,153,2023-01-28,41,0,0,,,112
2023-01-14,S002,P001,112,0,,12,0,0,,,100
2023-01-16,S002,P001,100,0,,5,0,0,,,95
2023-01-17,S002,P001,95,0,,55,0,0,,,40
2023-01-18,S002,P001,40,0,,10,0,0,,,30
2023-01-19,S002,P001,30,0,,29,0,0,,,1
2023-01-20,S002,P001,1,57,2023-02-04,35,0,6,0.92,2023-01-20,23
2023-01-21,S002,P001,23,0,,23,0,0,,,0
2023-01-23,S002,P001,0,110,2023-02-05,54,0,0,,,56
2023-01-24,S002,P001,56,0,,32,0,0,,,24
2023-01-25,S002,P001,24,69,2023-02-06,31,0,0,,,62
2023-01-26,S002,P001,62,0,,18,0,0,,,44
2023-01-27,S002,P001,44,112,2023-02-08,35,0,0,,,121
2023-01-28,S002,P001,121,0,,45,0,0,,,76
2023-01-30,S002,P001,76,91,2023-02-11,48,0,0,,,119
2023-01-31,S002,P001,119,0,,15,0,0,,,104
2023-02-01,S002,P001,104,0,,20,0,0,,,84
2023-02-02,S002,P001,84,0,,10,0,0,,,74
2023-02-03,S002,P001,74,90,2023-02-14,40,0,0,,,124
2023-02-04,S002,P001,124,0,,71,0,0,,,53
2023-02-06,S002,P001,53,0,,26,0,0,,,27
2023-02-07,S002,P001,27,0,,27,0,0,,,0
2023-02-08,S002,P001,0,94,2023-02-22,31,0,0,,,63
2023-02-09,S002,P001,63,0,,40,0,0,,,23
2023-02-10,S002,P001,23,136,2023-02-24,34,0,0,,,125
2023-02-11,S002,P001,125,0,,29,0,0,,,96
2023-02-13,S002,P001,96,0,,7,4,0,,,85
2023-02-14,S002,P001,85,0,,24,0,0,,,61
2023-02-15,S002,P001,61,0,,13,0,0,,,48
2023-02-16,S002,P001,48,0,,47,0,0,,,1
2023-02-17,S002,P001,1,183,2023-03-04,53,0,0,,,131
2023-02-18,S002,P001,131,0,,52,0,0,,,79
2023-02-20,S002,P001,79,148,2023-03-03,50,0,0,,,177
2023-02-21,S002,P001,177,0,,4,0,0,,,173
2023-02-22,S002,P001,173,0,,24,0,0,,,149
2023-02-23,S002,P001,149,0,,20,0,0,,,129
2023-02-24,S002,P001,129,0,,12,0,0,,,117
2023-02-25,S002,P001,117,0,,59,0,0,,,58
2023-02-27,S002,P001,58,0,,26,0,0,,,32
2023-02-28,S002,P001,32,0,,28,0,7,0.92,2023-02-28,4
2023-03-01,S002,P001,4,157,2023-03-16,44,0,0,,,117
2023-03-02,S002,P001,117,0,,48,0,0,,,69
2023-03-03,S002,P001,69,0,,14,0,0,,,55
2023-03-04,S002,P001,55,0,,17,0,6,0.92,2023-03-04,38
2023-03-06,S002,P001,38,76,2023-03-17,42,0,0,,,72
2023-03-07,S002,P001,72,0,,41,0,0,,,31
2023-03-08,S002,P001,31,132,2023-03-21,38,0,0,,,125
2023-03-09,S002,P001,125,0,,58,0,0,,,67
2023-03-10,S002,P001,67,0,,19,0,0,,,48
2023-03-11,S002,P001,48,0,,26,0,0,,,22
2023-03-13,S002,P001,22,61,2023-03-25,17,0,0,,,66
2023-03-14,S002,P001,66,0,,20,0,0,,,46
2023-03-15,S002,P001,46,0,,16,0,0,,,30
2023-03-16,S002,P001,30,0,,30,0,10,0.92,2023-03-16,0
2023-03-17,S002,P001,0,153,2023-04-01,57,0,0,,,96
2023-03-18,S002,P001,96,0,,13,0,0,,,83
2023-03-20,S002,P001,83,0,,6,0,0,,,77
2023-03-21,S002,P001,77,0,,13,0,0,,,64
2023-03-22,S002,P001,64,0,,33,0,0,,,31
2023-03-23,S002,P001,31,0,,30,0,0,,,1
2023-03-24,S002,P001,1,70,2023-04-04,48,0,0,,,23
2023-03-25,S002,P001,23,0,,13,0,0,,,10
2023-03-27,S002,P001,10,86,2023-04-09,31,0,0,,,65
2023-03-28,S002,P001,65,0,,47,5,0,,,13
2023-03-29,S002,P001,13,22,2023-04-11,8,0,0,,,27
2023-03-30,S002,P001,27,0,,22,0,5,0.92,2023-03-30,5
2023-03-31,S002,P001,5,40,2023-04-13,17,0,8,0.92,2023-03-31,28
2023-04-01,S002,P001,28,0,,21,0,0,,,7
2023-04-03,S002,P001,7,96,2023-04-17,48,0,8,0.92,2023-04-03,55
2023-04-04,S002,P001,55,0,,43,0,0,,,12
2023-04-05,S002,P001,12,71,2023-04-15,44,0,0,,,39
2023-04-06,S002,P001,39,0,,39,1,0,,,0
2023-04-07,S002,P001,0,21,2023-04-21,9,0,0,,,12
2023-04-08,S002,P001,12,0,,12,0,3,0.92,2023-04-08,0
2023-04-10,S002,P001,0,18,2023-04-23,9,0,0,,,9
2023-04-11,S002,P001,9,0,,9,0,0,,,0
2023-04-12,S002,P001,0,47,2023-04-23,10,0,0,,,37
2023-04-13,S002,P001,37,0,,32,0,0,,,5
2023-04-14,S002,P001,5,35,2023-04-28,21,0,9,0.92,2023-04-14,19
2023-04-15,S002,P001,19,0,,19,0,0,,,0
2023-04-17,S002,P001,0,34,2023-05-01,15,0,0,,,19
2023-04-18,S002,P001,19,0,,17,0,0,,,2
2023-04-19,S002,P001,2,23,2023-04-30,5,0,7,0.92,2023-04-19,20
2023-04-20,S002,P001,20,0,,19,0,0,,,1
2023-04-21,S002,P001,1,109,2023-05-06,47,0,0,,,63
2023-04-22,S002,P001,63,0,,23,0,0,,,40
2023-04-24,S002,P001,40,107,2023-05-08,29,0,0,,,118
2023-04-25,S002,P001,118,0,,60,0,0,,,58
2023-04-26,S002,P001,58,69,2023-05-07,48,0,0,,,79
2023-04-27,S002,P001,79,0,,25,0,2,0.92,2023-04-27,54
2023-04-28,S002,P001,54,103,2023-05-08,58,0,0,,,99
2023-04-29,S002,P001,99,0,,71,0,0,,,28
2023-05-01,S002,P001,28,0,,9,0,0,,,19
2023-05-02,S002,P001,19,0,,11,0,0,,,8
2023-05-03,S002,P001,8,63,2023-05-16,19,0,0,,,52
2023-05-04,S002,P001,52,0,,22,0,0,,,30
2023-05-05,S002,P001,30,81,2023-05-17,23,0,0,,,88
2023-05-06,S002,P001,88,0,,22,0,0,,,66
2023-05-08,S002,P001,66,79,2023-05-18,44,0,0,,,101
2023-05-09,S002,P001,101,0,,36,0,0,,,65
2023-05-10,S002,P001,65,79,2023-05-20,48,0,0,,,96
2023-05-11,S002,P001,96,0,,55,0,1,0.92,2023-05-11,41
2023-05-12,S002,P001,41,49,2023-05-24,29,0,0,,,61
2023-05-13,S002,P001,61,0,,58,0,0,,,3
2023-05-15,S002,P001,3,19,2023-05-26,12,0,0,,,10
2023-05-16,S002,P001,10,0,,10,0,0,,,0
2023-05-17,S002,P001,0,50,2023-05-29,28,0,0,,,22
2023-05-18,S002,P001,22,0,,17,0,0,,,5
2023-05-19,S002,P001,5,54,2023-06-01,21,0,0,,,38
2023-05-20,S002,P001,38,0,,22,5,0,,,11
2023-05-22,S002,P001,11,197,2023-06-06,55,0,0,,,153
2023-05-23,S002,P001,153,0,,58,0,0,,,95
2023-05-24,S002,P001,95,146,2023-06-05,57,0,0,,,184
2023-05-25,S002,P001,184,0,,15,0,0,,,169
2023-05-26,S002,P001,169,0,,14,0,0,,,155
2023-05-27,S002,P001,155,0,,45,0,0,,,110
2023-05-29,S002,P001,110,0,,12,0,0,,,98
2023-05-30,S002,P001,98,0,,56,0,0,,,42
2023-05-31,S002,P001,42,0,,21,0,5,0.92,2023-05-31,21
2023-06-01,S002,P001,21,0,,19,0,0,,,2
2023-06-02,S002,P001,2,157,2023-06-14,58,0,0,,,101
2023-06-03,S002,P001,101,0,,45,0,7,0.92,2023-06-03,56
2023-06-05,S002,P001,56,143,2023-06-15,44,0,0,,,155
2023-06-06,S002,P001,155,0,,12,0,0,,,143
2023-06-07,S002,P001,143,0,,40,0,0,,,103
2023-06-08,S002,P001,103,0,,27,0,0,,,76
2023-06-09,S002,P001,76,0,,21,0,0,,,55
2023-06-10,S002,P001,55,0,,54,0,0,,,1
2023-06-12,S002,P001,1,74,2023-06-24,44,0,0,,,31
2023-06-13,S002,P001,31,0,,19,0,0,,,12
2023-06-14,S002,P001,12,126,2023-06-27,42,0,0,,,96
2023-06-15,S002,P001,96,0,,50,0,0,,,46
2023-06-16,S002,P001,46,75,2023-06-29,53,0,10,0.92,2023-06-16,68
2023-06-17,S002,P001,68,0,,37,0,0,,,31
2023-06-19,S002,P001,31,144,2023-07-02,57,0,0,,,118
2023-06-20,S002,P001,118,0,,5,0,0,,,113
2023-06-21,S002,P001,113,0,,43,0,0,,,70
2023-06-22,S002,P001,70,0,,48,0,0,,,22
2023-06-23,S002,P001,22,44,2023-07-04,15,0,0,,,51
2023-06-24,S002,P001,51,0,,51,0,0,,,0
2023-06-26,S002,P001,0,207,2023-07-08,54,0,0,,,153
2023-06-27,S002,P001,153,0,,46,0,0,,,107
2023-06-28,S002,P001,107,0,,44,0,6,0.92,2023-06-28,63
2023-06-29,S002,P001,63,0,,34,0,0,,,29
2023-06-30,S002,P001,29,108,2023-07-11,28,0,0,,,109
2023-07-01,S002,P001,109,0,,86,0,0,,,23
2023-07-03,S002,P001,23,61,2023-07-13,20,0,0,,,64
2023-07-04,S002,P001,64,0,,11,0,6,0.92,2023-07-04,53
2023-07-05,S002,P001,53,59,2023-07-16,28,0,0,,,84
2023-07-06,S002,P001,84,0,,10,0,0,,,74
2023-07-07,S002,P001,74,146,2023-07-21,42,0,1,0.92,2023-07-07,178
2023-07-08,S002,P001,178,0,,13,0,0,,,165
2023-07-10,S002,P001,165,0,,57,0,0,,,108
2023-07-11,S002,P001,108,0,,57,0,0,,,51
2023-07-12,S002,P001,51,171,2023-07-25,44,0,0,,,178
2023-07-13,S002,P001,178,0,,22,0,0,,,156
2023-07-14,S002,P001,156,0,,36,0,0,,,120
2023-07-15,S002,P001,120,0,,65,0,0,,,55
2023-07-17,S002,P001,55,87,2023-07-27,37,0,6,0.92,2023-07-17,105
2023-07-18,S002,P001,105,0,,51,0,0,,,54
2023-07-19,S002,P001,54,0,,7,0,0,,,47
2023-07-20,S002,P001,47,0,,20,0,0,,,27
2023-07-21,S002,P001,27,0,,14,0,0,,,13
2023-07-22,S002,P001,13,0,,13,0,0,,,0
2023-07-24,S002,P001,0,12,2023-08-05,10,0,0,,,2
2023-07-25,S002,P001,2,0,,0,0,0,,,2
2023-07-26,S002,P001,2,95,2023-08-05,31,0,0,,,66
2023-07-27,S002,P001,66,0,,54,0,0,,,12
2023-07-28,S002,P001,12,52,2023-08-11,39,0,0,,,25
2023-07-29,S002,P001,25,0,,24,4,0,,,0
2023-07-31,S002,P001,0,99,2023-08-12,38,0,0,,,61
2023-08-01,S002,P001,61,0,,32,0,0,,,29
2023-08-02,S002,P001,29,107,2023-08-12,32,0,0,,,104
2023-08-03,S002,P001,104,0,,21,0,0,,,83
2023-08-04,S002,P001,83,0,,32,0,0,,,51
2023-08-05,S002,P001,51,0,,50,0,0,,,1
2023-08-07,S002,P001,1,10,2023-08-21,5,0,0,,,6
2023-08-08,S002,P001,6,0,,4,0,0,,,2
2023-08-09,S002,P001,2,24,2023-08-24,10,0,0,,,16
2023-08-10,S002,P001,16,0,,16,0,0,,,0
2023-08-11,S002,P001,0,85,2023-08-24,28,0,0,,,57
2023-08-12,S002,P001,57,0,,9,0,0,,,48
2023-08-14,S002,P001,48,0,,20,0,0,,,28
2023-08-15,S002,P001,28,0,,19,0,0,,,9
2023-08-16,S002,P001,9,57,2023-08-27,42,0,0,,,24
2023-08-17,S002,P001,24,0,,24,0,0,,,0
2023-08-18,S002,P001,0,112,2023-08-29,34,0,0,,,78
2023-08-19,S002,P001,78,0,,63,0,0,,,15
2023-08-21,S002,P001,15,186,2023-08-31,48,0,0,,,153
2023-08-22,S002,P001,153,0,,41,0,0,,,112
2023-08-23,S002,P001,112,0,,29,0,0,,,83
2023-08-24,S002,P001,83,0,,50,0,0,,,33
2023-08-25,S002,P001,33,0,,9,0,0,,,24
2023-08-26,S002,P001,24,0,,24,0,0,,,0
2023-08-28,S002,P001,0,81,2023-09-10,44,0,0,,,37
