date,store_id,temperature_high_c,temperature_low_c,precipitation_mm,day_of_week,is_holiday,school_holidays,local_events,competitor_promotion
2023-03-15,S001,20,9,4.4,Wednesday,False,False,False,True
2023-03-15,S002,20,9,4.4,Wednesday,False,False,False,False
2023-03-15,S003,20,9,4.4,Wednesday,False,False,False,False
2023-03-15,S004,20,9,4.4,Wednesday,False,False,False,False
2023-03-15,S005,20,9,4.4,Wednesday,False,False,False,False
2023-03-15,S006,20,9,4.4,Wednesday,False,False,False,False
2023-03-16,S001,13,10,0.0,Thursday,False,False,False,False
2023-03-16,S002,13,10,0.0,Thursday,False,False,False,False
2023-03-16,S003,13,10,0.0,Thursday,False,False,False,False
2023-03-16,S004,13,10,0.0,Thursday,False,False,False,False
2023-03-16,S005,13,10,0.0,Thursday,False,False,False,False
2023-03-16,S006,13,10,0.0,Thursday,False,False,False,False
2023-03-17,S001,13,3,0.0,Friday,False,False,False,True
2023-03-17,S002,13,3,0.0,Friday,False,False,False,False
2023-03-17,S003,13,3,0.0,Friday,False,False,False,False
2023-03-17,S004,13,3,0.0,Friday,False,False,False,False
2023-03-17,S005,13,3,0.0,Friday,False,False,False,False
2023-03-17,S006,13,3,0.0,Friday,False,False,False,False
2023-03-18,S001,20,10,0.0,Saturday,False,False,False,False
2023-03-18,S002,20,10,0.0,Saturday,False,False,False,True
2023-03-18,S003,20,10,0.0,Saturday,False,False,False,False
2023-03-18,S004,20,10,0.0,Saturday,False,False,False,False
2023-03-18,S005,20,10,0.0,Saturday,False,False,False,False
2023-03-18,S006,20,10,0.0,Saturday,False,False,False,False
2023-03-19,S001,17,8,0.0,Sunday,False,False,False,False
2023-03-19,S002,17,8,0.0,Sunday,False,False,False,True
2023-03-19,S003,17,8,0.0,Sunday,False,False,False,False
2023-03-19,S004,17,8,0.0,Sunday,False,False,False,True
2023-03-19,S005,17,8,0.0,Sunday,False,False,False,False
2023-03-19,S006,17,8,0.0,Sunday,False,False,False,False
2023-03-20,S001,17,5,0.0,Monday,False,False,False,False
2023-03-20,S002,17,5,0.0,Monday,False,False,False,False
2023-03-20,S003,17,5,0.0,Monday,False,False,False,False
2023-03-20,S004,17,5,0.0,Monday,False,False,False,False
2023-03-20,S005,17,5,0.0,Monday,False,False,False,True
2023-03-20,S006,17,5,0.0,Monday,False,False,False,True
2023-03-21,S001,8,6,0.0,Tuesday,False,False,False,True
2023-03-21,S002,8,6,0.0,Tuesday,False,False,False,False
2023-03-21,S003,8,6,0.0,Tuesday,False,False,False,False
2023-03-21,S004,8,6,0.0,Tuesday,False,False,False,False
2023-03-21,S005,8,6,0.0,Tuesday,False,False,False,False
2023-03-21,S006,8,6,0.0,Tuesday,False,False,False,False
2023-03-22,S001,19,10,0.0,Wednesday,False,False,False,False
2023-03-22,S002,19,10,0.0,Wednesday,False,False,False,False
2023-03-22,S003,19,10,0.0,Wednesday,False,False,False,False
2023-03-22,S004,19,10,0.0,Wednesday,False,False,False,True
2023-03-22,S005,19,10,0.0,Wednesday,False,False,False,False
2023-03-22,S006,19,10,0.0,Wednesday,False,False,False,False
2023-03-23,S001,12,2,0.0,Thursday,False,False,False,False
2023-03-23,S002,12,2,0.0,Thursday,False,False,False,False
2023-03-23,S003,12,2,0.0,Thursday,False,False,False,False
2023-03-23,S004,12,2,0.0,Thursday,False,False,False,False
2023-03-23,S005,12,2,0.0,Thursday,False,False,False,False
2023-03-23,S006,12,2,0.0,Thursday,False,False,False,False
2023-03-24,S001,18,7,3.3,Friday,False,False,False,False
2023-03-24,S002,18,7,3.3,Friday,False,False,False,False
2023-03-24,S003,18,7,3.3,Friday,False,False,False,False
2023-03-24,S004,18,7,3.3,Friday,False,False,False,True
2023-03-24,S005,18,7,3.3,Friday,False,False,False,False
2023-03-24,S006,18,7,3.3,Friday,False,False,False,False
2023-03-25,S001,8,2,0.0,Saturday,False,False,False,False
2023-03-25,S002,8,2,0.0,Saturday,False,False,False,True
2023-03-25,S003,8,2,0.0,Saturday,False,False,False,False
2023-03-25,S004,8,2,0.0,Saturday,False,False,False,True
2023-03-25,S005,8,2,0.0,Saturday,False,False,False,False
2023-03-25,S006,8,2,0.0,Saturday,False,False,False,False
2023-03-26,S001,11,5,1.8,Sunday,False,False,False,False
2023-03-26,S002,11,5,1.8,Sunday,False,False,False,True
2023-03-26,S003,11,5,1.8,Sunday,False,False,False,False
2023-03-26,S004,11,5,1.8,Sunday,False,False,False,True
2023-03-26,S005,11,5,1.8,Sunday,False,False,False,True
2023-03-26,S006,11,5,1.8,Sunday,False,False,False,False
2023-03-27,S001,10,3,0.0,Monday,False,False,False,True
2023-03-27,S002,10,3,0.0,Monday,False,False,False,True
2023-03-27,S003,10,3,0.0,Monday,False,False,False,False
2023-03-27,S004,10,3,0.0,Monday,False,False,False,False
2023-03-27,S005,10,3,0.0,Monday,False,False,False,False
2023-03-27,S006,10,3,0.0,Monday,False,False,False,False
2023-03-28,S001,8,4,0.0,Tuesday,False,False,False,False
2023-03-28,S002,8,4,0.0,Tuesday,False,False,False,False
2023-03-28,S003,8,4,0.0,Tuesday,False,False,False,False
2023-03-28,S004,8,4,0.0,Tuesday,False,False,False,False
2023-03-28,S005,8,4,0.0,Tuesday,False,False,False,False
2023-03-28,S006,8,4,0.0,Tuesday,False,False,False,True
2023-03-29,S001,16,5,0.0,Wednesday,False,False,False,True
2023-03-29,S002,16,5,0.0,Wednesday,False,False,False,False
2023-03-29,S003,16,5,0.0,Wednesday,False,False,False,False
2023-03-29,S004,16,5,0.0,Wednesday,False,False,False,False
2023-03-29,S005,16,5,0.0,Wednesday,False,False,False,False
2023-03-29,S006,16,5,0.0,Wednesday,False,False,False,False
2023-03-30,S001,8,9,0.0,Thursday,False,False,False,False
2023-03-30,S002,8,9,0.0,Thursday,False,False,False,True
2023-03-30,S003,8,9,0.0,Thursday,False,False,False,False
2023-03-30,S004,8,9,0.0,Thursday,False,False,False,False
2023-03-30,S005,8,9,0.0,Thursday,False,False,False,False
2023-03-30,S006,8,9,0.0,Thursday,False,False,False,False
2023-03-31,S001,10,3,7.5,Friday,False,False,False,False
2023-03-31,S002,10,3,7.5,Friday,False,False,False,False
2023-03-31,S003,10,3,7.5,Friday,False,False,False,False
2023-03-31,S004,10,3,7.5,Friday,False,False,False,False
2023-03-31,S005,10,3,7.5,Friday,False,False,False,False
2023-03-31,S006,10,3,7.5,Friday,False,False,False,False
2023-04-01,S001,14,3,0.0,Saturday,False,False,False,True
2023-04-01,S002,14,3,0.0,Saturday,False,False,False,False
2023-04-01,S003,14,3,0.0,Saturday,False,False,False,False
2023-04-01,S004,14,3,0.0,Saturday,False,False,False,False
2023-04-01,S005,14,3,0.0,Saturday,False,False,False,False
2023-04-01,S006,14,3,0.0,Saturday,False,False,False,False
2023-04-02,S001,11,8,5.4,Sunday,False,False,False,False
2023-04-02,S002,11,8,5.4,Sunday,False,False,False,True
2023-04-02,S003,11,8,5.4,Sunday,False,False,False,False
2023-04-02,S004,11,8,5.4,Sunday,False,False,False,False
2023-04-02,S005,11,8,5.4,Sunday,False,False,False,False
2023-04-02,S006,11,8,5.4,Sunday,False,False,False,False
2023-04-03,S001,15,3,1.0,Monday,False,True,False,False
2023-04-03,S002,15,3,1.0,Monday,False,True,False,False
2023-04-03,S003,15,3,1.0,Monday,False,True,False,False
2023-04-03,S004,15,3,1.0,Monday,False,True,False,True
2023-04-03,S005,15,3,1.0,Monday,False,True,False,True
2023-04-03,S006,15,3,1.0,Monday,False,True,False,False
2023-04-04,S001,16,7,0.0,Tuesday,False,True,False,False
2023-04-04,S002,16,7,0.0,Tuesday,False,True,False,False
2023-04-04,S003,16,7,0.0,Tuesday,False,True,False,False
2023-04-04,S004,16,7,0.0,Tuesday,False,True,False,False
2023-04-04,S005,16,7,0.0,Tuesday,False,True,False,False
2023-04-04,S006,16,7,0.0,Tuesday,False,True,False,True
2023-04-05,S001,12,11,1.2,Wednesday,False,True,False,False
2023-04-05,S002,12,11,1.2,Wednesday,False,True,False,False
2023-04-05,S003,12,11,1.2,Wednesday,False,True,False,False
2023-04-05,S004,12,11,1.2,Wednesday,False,True,False,False
2023-04-05,S005,12,11,1.2,Wednesday,False,True,False,False
2023-04-05,S006,12,11,1.2,Wednesday,False,True,False,False
2023-04-06,S001,9,6,0.0,Thursday,False,True,False,False
2023-04-06,S002,9,6,0.0,Thursday,False,True,False,False
2023-04-06,S003,9,6,0.0,Thursday,False,True,False,False
2023-04-06,S004,9,6,0.0,Thursday,False,True,False,False
2023-04-06,S005,9,6,0.0,Thursday,False,True,False,False
2023-04-06,S006,9,6,0.0,Thursday,False,True,False,False
2023-04-07,S001,8,11,0.0,Friday,True,True,False,False
2023-04-07,S002,8,11,0.0,Friday,True,True,False,False
2023-04-07,S003,8,11,0.0,Friday,True,True,False,False
2023-04-07,S004,8,11,0.0,Friday,True,True,False,False
2023-04-07,S005,8,11,0.0,Friday,True,True,False,False
2023-04-07,S006,8,11,0.0,Friday,True,True,False,False
2023-04-08,S001,8,4,0.0,Saturday,False,True,False,False
2023-04-08,S002,8,4,0.0,Saturday,False,True,False,False
2023-04-08,S003,8,4,0.0,Saturday,False,True,False,True
2023-04-08,S004,8,4,0.0,Saturday,False,True,False,False
2023-04-08,S005,8,4,0.0,Saturday,False,True,False,True
2023-04-08,S006,8,4,0.0,Saturday,False,True,False,False
2023-04-09,S001,11,8,0.0,Sunday,False,True,False,False
2023-04-09,S002,11,8,0.0,Sunday,False,True,False,False
2023-04-09,S003,11,8,0.0,Sunday,False,True,False,False
2023-04-09,S004,11,8,0.0,Sunday,False,True,False,False
2023-04-09,S005,11,8,0.0,Sunday,False,True,False,False
2023-04-09,S006,11,8,0.0,Sunday,False,True,False,True
2023-04-10,S001,8,4,7.4,Monday,True,True,False,False
2023-04-10,S002,8,4,7.4,Monday,True,True,False,False
2023-04-10,S003,8,4,7.4,Monday,True,True,False,False
2023-04-10,S004,8,4,7.4,Monday,True,True,False,False
2023-04-10,S005,8,4,7.4,Monday,True,True,False,False
2023-04-10,S006,8,4,7.4,Monday,True,True,False,False
2023-04-11,S001,20,10,5.2,Tuesday,False,True,False,False
2023-04-11,S002,20,10,5.2,Tuesday,False,True,False,False
2023-04-11,S003,20,10,5.2,Tuesday,False,True,False,False
2023-04-11,S004,20,10,5.2,Tuesday,False,True,False,False
2023-04-11,S005,20,10,5.2,Tuesday,False,True,False,True
2023-04-11,S006,20,10,5.2,Tuesday,False,True,False,False
2023-04-12,S001,17,2,3.6,Wednesday,False,True,False,False
2023-04-12,S002,17,2,3.6,Wednesday,False,True,False,True
2023-04-12,S003,17,2,3.6,Wednesday,False,True,False,False
2023-04-12,S004,17,2,3.6,Wednesday,False,True,False,False
2023-04-12,S005,17,2,3.6,Wednesday,False,True,False,True
2023-04-12,S006,17,2,3.6,Wednesday,False,True,False,False
2023-04-13,S001,10,4,0.0,Thursday,False,True,False,False
2023-04-13,S002,10,4,0.0,Thursday,False,True,False,False
2023-04-13,S003,10,4,0.0,Thursday,False,True,False,False
2023-04-13,S004,10,4,0.0,Thursday,False,True,False,False
2023-04-13,S005,10,4,0.0,Thursday,False,True,False,True
2023-04-13,S006,10,4,0.0,Thursday,False,True,False,False
2023-04-14,S001,8,8,11.1,Friday,False,True,False,False
2023-04-14,S002,8,8,11.1,Friday,False,True,False,False
2023-04-14,S003,8,8,11.1,Friday,False,True,False,False
2023-04-14,S004,8,8,11.1,Friday,False,True,False,False
2023-04-14,S005,8,8,11.1,Friday,False,True,False,False
2023-04-14,S006,8,8,11.1,Friday,False,True,False,True
2023-04-15,S001,8,7,11.4,Saturday,False,False,False,False
2023-04-15,S002,8,7,11.4,Saturday,False,False,False,False
2023-04-15,S003,8,7,11.4,Saturday,False,False,False,False
2023-04-15,S004,8,7,11.4,Saturday,False,False,False,False
2023-04-15,S005,8,7,11.4,Saturday,False,False,False,True
2023-04-15,S006,8,7,11.4,Saturday,False,False,False,False
2023-04-16,S001,14,10,10.4,Sunday,False,False,False,False
2023-04-16,S002,14,10,10.4,Sunday,False,False,False,False
2023-04-16,S003,14,10,10.4,Sunday,False,False,False,False
2023-04-16,S004,14,10,10.4,Sunday,False,False,False,True
2023-04-16,S005,14,10,10.4,Sunday,False,False,False,False
2023-04-16,S006,14,10,10.4,Sunday,False,False,False,False
2023-04-17,S001,11,7,0.0,Monday,False,False,False,False
2023-04-17,S002,11,7,0.0,Monday,False,False,False,False
2023-04-17,S003,11,7,0.0,Monday,False,False,False,True
2023-04-17,S004,11,7,0.0,Monday,False,False,False,True
2023-04-17,S005,11,7,0.0,Monday,False,False,False,False
2023-04-17,S006,11,7,0.0,Monday,False,False,False,False
2023-04-18,S001,10,12,11.4,Tuesday,False,False,False,False
2023-04-18,S002,10,12,11.4,Tuesday,False,False,False,False
2023-04-18,S003,10,12,11.4,Tuesday,False,False,False,False
2023-04-18,S004,10,12,11.4,Tuesday,False,False,False,False
2023-04-18,S005,10,12,11.4,Tuesday,False,False,False,False
2023-04-18,S006,10,12,11.4,Tuesday,False,False,False,False
2023-04-19,S001,18,12,0.0,Wednesday,False,False,False,False
2023-04-19,S002,18,12,0.0,Wednesday,False,False,False,False
2023-04-19,S003,18,12,0.0,Wednesday,False,False,False,False
2023-04-19,S004,18,12,0.0,Wednesday,False,False,False,False
2023-04-19,S005,18,12,0.0,Wednesday,False,False,False,False
2023-04-19,S006,18,12,0.0,Wednesday,False,False,False,False
2023-04-20,S001,20,6,0.0,Thursday,False,False,False,False
2023-04-20,S002,20,6,0.0,Thursday,False,False,False,True
2023-04-20,S003,20,6,0.0,Thursday,False,False,False,False
2023-04-20,S004,20,6,0.0,Thursday,False,False,False,True
2023-04-20,S005,20,6,0.0,Thursday,False,False,False,False
2023-04-20,S006,20,6,0.0,Thursday,False,False,False,False
2023-04-21,S001,18,3,0.0,Friday,False,False,False,False
2023-04-21,S002,18,3,0.0,Friday,False,False,False,False
2023-04-21,S003,18,3,0.0,Friday,False,False,False,False
2023-04-21,S004,18,3,0.0,Friday,False,False,False,False
2023-04-21,S005,18,3,0.0,Friday,False,False,False,False
2023-04-21,S006,18,3,0.0,Friday,False,False,False,False
2023-04-22,S001,20,11,0.0,Saturday,False,False,False,False
2023-04-22,S002,20,11,0.0,Saturday,False,False,False,False
2023-04-22,S003,20,11,0.0,Saturday,False,False,False,False
2023-04-22,S004,20,11,0.0,Saturday,False,False,False,True
2023-04-22,S005,20,11,0.0,Saturday,False,False,False,True
2023-04-22,S006,20,11,0.0,Saturday,False,False,False,False
2023-04-23,S001,13,3,0.0,Sunday,False,False,False,False
2023-04-23,S002,13,3,0.0,Sunday,False,False,False,False
2023-04-23,S003,13,3,0.0,Sunday,False,False,False,False
2023-04-23,S004,13,3,0.0,Sunday,False,False,False,False
2023-04-23,S005,13,3,0.0,Sunday,False,False,False,False
2023-04-23,S006,13,3,0.0,Sunday,False,False,False,False
2023-04-24,S001,13,6,0.0,Monday,False,False,False,False
2023-04-24,S002,13,6,0.0,Monday,False,False,False,False
2023-04-24,S003,13,6,0.0,Monday,False,False,False,True
2023-04-24,S004,13,6,0.0,Monday,False,False,False,False
2023-04-24,S005,13,6,0.0,Monday,False,False,False,False
2023-04-24,S006,13,6,0.0,Monday,False,False,False,False
2023-04-25,S001,16,12,0.0,Tuesday,False,False,False,False
2023-04-25,S002,16,12,0.0,Tuesday,False,False,False,False
2023-04-25,S003,16,12,0.0,Tuesday,False,False,False,False
2023-04-25,S004,16,12,0.0,Tuesday,False,False,False,False
2023-04-25,S005,16,12,0.0,Tuesday,False,False,False,False
2023-04-25,S006,16,12,0.0,Tuesday,False,False,False,True
2023-04-26,S001,18,4,0.0,Wednesday,False,False,False,False
2023-04-26,S002,18,4,0.0,Wednesday,False,False,False,False
2023-04-26,S003,18,4,0.0,Wednesday,False,False,False,False
2023-04-26,S004,18,4,0.0,Wednesday,False,False,False,True
2023-04-26,S005,18,4,0.0,Wednesday,False,False,False,False
2023-04-26,S006,18,4,0.0,Wednesday,False,False,False,True
2023-04-27,S001,16,8,0.0,Thursday,False,False,False,False
2023-04-27,S002,16,8,0.0,Thursday,False,False,False,True
2023-04-27,S003,16,8,0.0,Thursday,False,False,False,False
2023-04-27,S004,16,8,0.0,Thursday,False,False,False,False
2023-04-27,S005,16,8,0.0,Thursday,False,False,False,False
2023-04-27,S006,16,8,0.0,Thursday,False,False,False,False
2023-04-28,S001,9,12,0.0,Friday,False,False,False,False
2023-04-28,S002,9,12,0.0,Friday,False,False,False,True
2023-04-28,S003,9,12,0.0,Friday,False,False,False,False
2023-04-28,S004,9,12,0.0,Friday,False,False,False,False
2023-04-28,S005,9,12,0.0,Friday,False,False,False,False
2023-04-28,S006,9,12,0.0,Friday,False,False,False,False
2023-04-29,S001,11,5,0.0,Saturday,False,False,False,False
2023-04-29,S002,11,5,0.0,Saturday,False,False,False,False
2023-04-29,S003,11,5,0.0,Saturday,False,False,False,False
2023-04-29,S004,11,5,0.0,Saturday,False,False,False,False
2023-04-29,S005,11,5,0.0,Saturday,False,False,False,False
2023-04-29,S006,11,5,0.0,Saturday,False,False,False,False
2023-04-30,S001,16,2,0.0,Sunday,False,False,False,False
2023-04-30,S002,16,2,0.0,Sunday,False,False,False,False
2023-04-30,S003,16,2,0.0,Sunday,False,False,False,False
2023-04-30,S004,16,2,0.0,Sunday,False,False,False,False
2023-04-30,S005,16,2,0.0,Sunday,False,False,False,False
2023-04-30,S006,16,2,0.0,Sunday,False,False,False,False
2023-05-01,S001,17,4,0.0,Monday,True,False,False,True
2023-05-01,S002,17,4,0.0,Monday,True,False,False,False
2023-05-01,S003,17,4,0.0,Monday,True,False,False,False
2023-05-01,S004,17,4,0.0,Monday,True,False,False,False
2023-05-01,S005,17,4,0.0,Monday,True,False,False,False
2023-05-01,S006,17,4,0.0,Monday,True,False,False,False
2023-05-02,S001,20,9,2.9,Tuesday,False,False,False,False
2023-05-02,S002,20,9,2.9,Tuesday,False,False,False,False
2023-05-02,S003,20,9,2.9,Tuesday,False,False,False,False
2023-05-02,S004,20,9,2.9,Tuesday,False,False,False,False
2023-05-02,S005,20,9,2.9,Tuesday,False,False,False,False
2023-05-02,S006,20,9,2.9,Tuesday,False,False,False,False
2023-05-03,S001,15,9,0.0,Wednesday,False,False,False,False
2023-05-03,S002,15,9,0.0,Wednesday,False,False,False,False
2023-05-03,S003,15,9,0.0,Wednesday,False,False,False,False
2023-05-03,S004,15,9,0.0,Wednesday,False,False,False,False
2023-05-03,S005,15,9,0.0,Wednesday,False,False,False,False
2023-05-03,S006,15,9,0.0,Wednesday,False,False,False,False
2023-05-04,S001,12,2,0.0,Thursday,False,False,False,False
2023-05-04,S002,12,2,0.0,Thursday,False,False,False,False
2023-05-04,S003,12,2,0.0,Thursday,False,False,False,True
2023-05-04,S004,12,2,0.0,Thursday,False,False,False,False
2023-05-04,S005,12,2,0.0,Thursday,False,False,False,False
2023-05-04,S006,12,2,0.0,Thursday,False,False,False,False
2023-05-05,S001,20,4,10.9,Friday,False,False,False,True
2023-05-05,S002,20,4,10.9,Friday,False,False,False,False
2023-05-05,S003,20,4,10.9,Friday,False,False,False,False
2023-05-05,S004,20,4,10.9,Friday,False,False,False,False
2023-05-05,S005,20,4,10.9,Friday,False,False,False,False
2023-05-05,S006,20,4,10.9,Friday,False,False,False,False
2023-05-06,S001,8,8,6.0,Saturday,False,False,False,False
2023-05-06,S002,8,8,6.0,Saturday,False,False,False,False
2023-05-06,S003,8,8,6.0,Saturday,False,False,False,False
2023-05-06,S004,8,8,6.0,Saturday,False,False,False,True
2023-05-06,S005,8,8,6.0,Saturday,False,False,False,False
2023-05-06,S006,8,8,6.0,Saturday,False,False,False,False
2023-05-07,S001,18,7,0.0,Sunday,False,False,False,True
2023-05-07,S002,18,7,0.0,Sunday,False,False,False,False
2023-05-07,S003,18,7,0.0,Sunday,False,False,False,False
2023-05-07,S004,18,7,0.0,Sunday,False,False,False,False
2023-05-07,S005,18,7,0.0,Sunday,False,False,False,True
2023-05-07,S006,18,7,0.0,Sunday,False,False,False,False
2023-05-08,S001,15,11,1.0,Monday,False,False,False,False
2023-05-08,S002,15,11,1.0,Monday,False,False,False,False
2023-05-08,S003,15,11,1.0,Monday,False,False,False,False
2023-05-08,S004,15,11,1.0,Monday,False,False,False,False
2023-05-08,S005,15,11,1.0,Monday,False,False,False,False
2023-05-08,S006,15,11,1.0,Monday,False,False,False,True
2023-05-09,S001,12,5,0.6,Tuesday,False,False,False,False
2023-05-09,S002,12,5,0.6,Tuesday,False,False,False,False
2023-05-09,S003,12,5,0.6,Tuesday,False,False,False,False
2023-05-09,S004,12,5,0.6,Tuesday,False,False,False,True
2023-05-09,S005,12,5,0.6,Tuesday,False,False,False,False
2023-05-09,S006,12,5,0.6,Tuesday,False,False,False,False
2023-05-10,S001,8,12,0.0,Wednesday,False,False,False,False
2023-05-10,S002,8,12,0.0,Wednesday,False,False,False,True
2023-05-10,S003,8,12,0.0,Wednesday,False,False,False,False
2023-05-10,S004,8,12,0.0,Wednesday,False,False,False,False
2023-05-10,S005,8,12,0.0,Wednesday,False,False,False,False
2023-05-10,S006,8,12,0.0,Wednesday,False,False,False,False
2023-05-11,S001,18,12,11.7,Thursday,False,False,False,True
2023-05-11,S002,18,12,11.7,Thursday,False,False,False,False
2023-05-11,S003,18,12,11.7,Thursday,False,False,False,False
2023-05-11,S004,18,12,11.7,Thursday,False,False,False,False
2023-05-11,S005,18,12,11.7,Thursday,False,False,False,False
2023-05-11,S006,18,12,11.7,Thursday,False,False,False,False
2023-05-12,S001,15,2,0.0,Friday,False,False,False,False
2023-05-12,S002,15,2,0.0,Friday,False,False,False,False
2023-05-12,S003,15,2,0.0,Friday,False,False,False,True
2023-05-12,S004,15,2,0.0,Friday,False,False,False,False
2023-05-12,S005,15,2,0.0,Friday,False,False,False,False
2023-05-12,S006,15,2,0.0,Friday,False,False,False,False
2023-05-13,S001,18,3,0.0,Saturday,False,False,False,False
2023-05-13,S002,18,3,0.0,Saturday,False,False,False,False
2023-05-13,S003,18,3,0.0,Saturday,False,False,False,True
2023-05-13,S004,18,3,0.0,Saturday,False,False,False,False
2023-05-13,S005,18,3,0.0,Saturday,False,False,False,False
2023-05-13,S006,18,3,0.0,Saturday,False,False,False,False
2023-05-14,S001,20,12,0.0,Sunday,False,False,False,False
2023-05-14,S002,20,12,0.0,Sunday,False,False,False,False
2023-05-14,S003,20,12,0.0,Sunday,False,False,False,False
2023-05-14,S004,20,12,0.0,Sunday,False,False,False,True
2023-05-14,S005,20,12,0.0,Sunday,False,False,False,False
2023-05-14,S006,20,12,0.0,Sunday,False,False,False,False
2023-05-15,S001,12,5,2.4,Monday,False,False,False,True
2023-05-15,S002,12,5,2.4,Monday,False,False,False,False
2023-05-15,S003,12,5,2.4,Monday,False,False,False,False
2023-05-15,S004,12,5,2.4,Monday,False,False,False,False
2023-05-15,S005,12,5,2.4,Monday,False,False,False,False
2023-05-15,S006,12,5,2.4,Monday,False,False,False,False
2023-05-16,S001,20,12,4.3,Tuesday,False,False,False,False
2023-05-16,S002,20,12,4.3,Tuesday,False,False,False,False
2023-05-16,S003,20,12,4.3,Tuesday,False,False,False,False
2023-05-16,S004,20,12,4.3,Tuesday,False,False,False,True
2023-05-16,S005,20,12,4.3,Tuesday,False,False,False,False
2023-05-16,S006,20,12,4.3,Tuesday,False,False,False,False
2023-05-17,S001,19,9,0.0,Wednesday,False,False,False,False
2023-05-17,S002,19,9,0.0,Wednesday,False,False,False,False
2023-05-17,S003,19,9,0.0,Wednesday,False,False,False,False
2023-05-17,S004,19,9,0.0,Wednesday,False,False,False,False
2023-05-17,S005,19,9,0.0,Wednesday,False,False,False,False
2023-05-17,S006,19,9,0.0,Wednesday,False,False,False,False
2023-05-18,S001,20,3,0.0,Thursday,True,False,False,True
2023-05-18,S002,20,3,0.0,Thursday,True,False,False,False
2023-05-18,S003,20,3,0.0,Thursday,True,False,False,False
2023-05-18,S004,20,3,0.0,Thursday,True,False,False,False
2023-05-18,S005,20,3,0.0,Thursday,True,False,False,False
2023-05-18,S006,20,3,0.0,Thursday,True,False,False,True
2023-05-19,S001,18,6,7.2,Friday,False,False,False,False
2023-05-19,S002,18,6,7.2,Friday,False,False,False,False
2023-05-19,S003,18,6,7.2,Friday,False,False,False,False
2023-05-19,S004,18,6,7.2,Friday,False,False,False,True
2023-05-19,S005,18,6,7.2,Friday,False,False,False,False
2023-05-19,S006,18,6,7.2,Friday,False,False,False,False
2023-05-20,S001,14,6,0.0,Saturday,False,False,False,False
2023-05-20,S002,14,6,0.0,Saturday,False,False,False,True
2023-05-20,S003,14,6,0.0,Saturday,False,False,False,False
2023-05-20,S004,14,6,0.0,Saturday,False,False,False,False
2023-05-20,S005,14,6,0.0,Saturday,False,False,False,False
2023-05-20,S006,14,6,0.0,Saturday,False,False,False,False
2023-05-21,S001,10,2,7.3,Sunday,False,False,False,False
2023-05-21,S002,10,2,7.3,Sunday,False,False,False,True
2023-05-21,S003,10,2,7.3,Sunday,False,False,False,True
2023-05-21,S004,10,2,7.3,Sunday,False,False,False,False
2023-05-21,S005,10,2,7.3,Sunday,False,False,False,False
2023-05-21,S006,10,2,7.3,Sunday,False,False,False,False
2023-05-22,S001,17,2,0.0,Monday,False,False,False,False
2023-05-22,S002,17,2,0.0,Monday,False,False,False,False
2023-05-22,S003,17,2,0.0,Monday,False,False,False,False
2023-05-22,S004,17,2,0.0,Monday,False,False,False,False
2023-05-22,S005,17,2,0.0,Monday,False,False,False,False
2023-05-22,S006,17,2,0.0,Monday,False,False,False,False
2023-05-23,S001,14,7,0.0,Tuesday,False,False,False,False
2023-05-23,S002,14,7,0.0,Tuesday,False,False,False,True
2023-05-23,S003,14,7,0.0,Tuesday,False,False,False,False
2023-05-23,S004,14,7,0.0,Tuesday,False,False,False,False
2023-05-23,S005,14,7,0.0,Tuesday,False,False,False,False
2023-05-23,S006,14,7,0.0,Tuesday,False,False,False,False
2023-05-24,S001,12,6,0.0,Wednesday,False,False,False,False
2023-05-24,S002,12,6,0.0,Wednesday,False,False,False,False
2023-05-24,S003,12,6,0.0,Wednesday,False,False,False,False
2023-05-24,S004,12,6,0.0,Wednesday,False,False,False,False
2023-05-24,S005,12,6,0.0,Wednesday,False,False,False,False
2023-05-24,S006,12,6,0.0,Wednesday,False,False,False,True
2023-05-25,S001,9,9,8.6,Thursday,False,False,False,False
2023-05-25,S002,9,9,8.6,Thursday,False,False,False,False
2023-05-25,S003,9,9,8.6,Thursday,False,False,False,False
2023-05-25,S004,9,9,8.6,Thursday,False,False,False,False
2023-05-25,S005,9,9,8.6,Thursday,False,False,False,False
2023-05-25,S006,9,9,8.6,Thursday,False,False,False,False
2023-05-26,S001,16,10,3.6,Friday,False,False,False,False
2023-05-26,S002,16,10,3.6,Friday,False,False,False,False
2023-05-26,S003,16,10,3.6,Friday,False,False,False,False
2023-05-26,S004,16,10,3.6,Friday,False,False,False,False
2023-05-26,S005,16,10,3.6,Friday,False,False,False,False
2023-05-26,S006,16,10,3.6,Friday,False,False,False,False
2023-05-27,S001,11,4,5.9,Saturday,False,False,False,False
2023-05-27,S002,11,4,5.9,Saturday,False,False,False,False
2023-05-27,S003,11,4,5.9,Saturday,False,False,False,False
2023-05-27,S004,11,4,5.9,Saturday,False,False,False,False
2023-05-27,S005,11,4,5.9,Saturday,False,False,False,True
2023-05-27,S006,11,4,5.9,Saturday,False,False,False,False
2023-05-28,S001,9,6,0.0,Sunday,False,False,False,False
2023-05-28,S002,9,6,0.0,Sunday,False,False,False,False
2023-05-28,S003,9,6,0.0,Sunday,False,False,False,False
2023-05-28,S004,9,6,0.0,Sunday,False,False,False,False
2023-05-28,S005,9,6,0.0,Sunday,False,False,False,False
